index,train_id,stop_sequence,from,from_id,to,to_id,delay_minutes,status,line,type,scheduled_date,scheduled_time,actual_date,actual_time,week_day
2630594,6610,12.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,07:18:00,2018-09-28,07:16:00,Fri
2630959,6604,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,06:29:00,2018-09-28,06:28:00,Fri
2631004,6632,12.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,11:26:00,2018-09-28,11:25:00,Fri
2631261,6666,15.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,19:14:00,2018-09-28,19:14:00,Fri
2631401,6650,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,16:11:00,2018-09-28,16:10:00,Fri
2631455,6668,15.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,19:54:00,2018-09-28,19:53:00,Fri
2631696,6602,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,05:44:00,2018-09-28,05:43:00,Fri
2631765,6656,12.0,Newark Broad Street,106.0,New York Penn Station,105.0,2.0,estimated,Morristown Line,NJ Transit,2018-09-28,17:03:00,2018-09-28,17:05:00,Fri
2631901,6658,18.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,17:31:00,2018-09-28,17:30:00,Fri
2632373,6314,5.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,2.0,estimated,Morristown Line,NJ Transit,2018-09-28,08:01:00,2018-09-28,08:03:00,Fri
2633137,6324,7.0,Newark Broad Street,106.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-28,09:42:00,2018-09-28,09:41:00,Fri
2633761,6932,20.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,18:39:00,2018-09-29,18:38:00,Sat
2634174,6934,19.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,1.0,estimated,Morristown Line,NJ Transit,2018-09-29,19:39:00,2018-09-29,19:40:00,Sat
2634523,6942,19.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,23:39:00,2018-09-29,23:38:00,Sat
2634737,6920,20.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,12:40:00,2018-09-29,12:39:00,Sat
2634794,6918,20.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,11:39:00,2018-09-29,11:38:00,Sat
2634894,6916,20.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,10:39:00,2018-09-29,10:38:00,Sat
2635152,6944,20.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,4.0,estimated,Morristown Line,NJ Transit,2018-09-30,00:39:00,2018-09-30,00:43:00,Sun
2635265,6928,19.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,16:39:00,2018-09-29,16:38:00,Sat
2635316,6910,19.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,07:39:00,2018-09-29,07:38:00,Sat
2635368,6926,20.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,15:39:00,2018-09-29,15:38:00,Sat
2636435,6938,20.0,Secaucus Upper Lvl,38187.0,New York Penn Station,105.0,0.0,estimated,Morristown Line,NJ Transit,2018-09-29,21:39:00,2018-09-29,21:38:00,Sat
